document_id,source_path,filename,extension,size_bytes,modified_iso,sha256,duplicate_group,count,unit,category,likely_client,service_area,sensitivity_risk,sensitivity_reason,embedded_title_or_error,sample_text
DOC-154,C:\Users\User\Desktop\180 deliverables\Meterd - Deliverable 2.pptx,Meterd - Deliverable 2.pptx,.pptx,3756034,2026-07-04T13:57:00+02:00,d39644bf30a62ac8c4307326422e134161bb354fc85d5dee00d68e7a67adf216,,18,slide,consulting deliverable,Meterd,sustainability / circular economy; market research / growth; fundraising / partnerships,high,possible personal/contact or confidential data; commercial/financial data; client analysis and recommendations,,"METERD - DELIVERABLE 2 MARKET ANALYSIS & PRICING STRATEGY 03/07/2024 SUGGESTED USES: SUSTAINABILITY MEET OUR TEAM Email: m.petrangeli@180dc.org Telephone: +39 3920706328 LinkedIn: Monica Petrangeli Consultant ANTÓNIO FREIXO MONICA PETRANGELI Team Leader Email: antfreixo100@gmail.com Telephone: +31 683405999 LinkedIn: António Freixo Consultant NATALIE PLAZA CÁRDENAS Email: plazacardenas.natalie@gmail.com Telephone:+31631154450 LinkedIn: Natalie Plaza Cardenas Consultant Director SRITEJA DEVARAKONDA Consultant GYTIS SALCIUS Email: gytis.salc@gmail.com Telephone: +31 6 38 23 31 70 LinkedIn: Gytis Salcius Agenda B2B Market Analysis Key Industries SWOT Analysis PORTER Five Forces Analysis Targeted Offerings Pricing Strategy Competitor Analysis Public Pricing Private Pricing B2B Market Analysis B2B Market Highlights 3 1 4 2 Includes office buildings and parks, healthcare facilities, as well as commercial real estate. Industrial and Commercial Facilities Substantial market size, with significant investments in renewable energy and smart grid technologies. Energy Sector Growing investments in smart water management solutions, especially in the older areas of the Netherlands, who require significant investment in updated infrastructure, such as Amsterdam. Water Utilities Logistics and transport Looking for larger scale solutions that are highly personalizable. There are already some companies that provide services of this nature and scale."
DOC-155,C:\Users\User\Desktop\180 deliverables\Metered - Deliverable 1 Report.docx.pdf,Metered - Deliverable 1 Report.docx.pdf,.pdf,1473704,2026-07-04T13:56:12+02:00,5584e1d7f970ab2142ba06649016645b4ebcb2dbd829d751289dc33cab1706bd,,31,page,consulting deliverable,Meterd,sustainability / circular economy; market research / growth; fundraising / partnerships,medium,client analysis and recommendations,Metered - Deliverable 1 Report.docx,"180DEGREESCONSULTING Reporttemplateversion1.1 CONSULTANTPROFILES TEAMLEADER MonicaPetrangelim.petramgeli@180dc.org CONSULTANT AntonioFreixo CONSULTANT NatalieCárdenas CONSULTANT GytisSalcius CONSULTANT NineGaly CONSULTING LuisEggert 180Degrees Consulting 2 CONTENTS CONSULTANTPROFILES 2EXECUTIVESUMMARY 4CONTEXT&OBJECTIVES 4THECLIENTMISSION 4DELIVERABLE1 4Government utilityoptimizationneeds 5National government needs 5PESTLEanalysis 7Political 7Economic 7Social 7Technological 8Legal 8Environmental 9Municipalities 9Rotterdam 9Amsterdam 11Eindhoven 12BenHunt’sCustomer AwarenessLadder 13Assessingthevarioustypesof national andlocal governmentsandtheir respectivedecision-makingprocesses 14National Government 14Provincial Level 15Municipalities 16Water Boards 17Desirability, Viability, andFeasibility 17Client ranking 19Other Opportunities 20APPENDIX 25References 26DISCLAIMER 30180DEGREESCONSULTING 31 180Degrees Consulting 3 EXECUTIVESUMMARY ThepublicsectorintheNetherlandsischaracterizedbyahighdemandforsustainable solutionsduetothecountry’svulnerabilitytoclimatechangeandsociallysustainable responsibility,followingtheParisAgreement.AfavourablemarketforMeterdfurther characterizesthecountryduetohighgovernmentalspendingonsustainableprojectsand variousinitiativesaimedatsupportingvalue-creatingstart-ups.Followingtheuseofsecondary andprimarydataanalysis,Meterdsolutionsishighlyfeasible,viableanddesirableinthedutch publicsectorwithahighpotentialintargetingthemunicipalitiesofRotterdam,Amsterdam andEindhovendespitethehigherlevelofcompetitionpresent.ThereportsuggestsMeterdto enterthemarketthroughsmartcitiesinitiativesand/orstrategicpartnershipstoincreasethe municipalities’awarnesstowardsthecompany’sproductsaswellasincreasingtrustinthe product’sbeneﬁts. CONTEXT&OBJECTIVES THECLIENTMISSION Meterdaftera successfulimplementationofitsproductinthePolishmarketisaimingto enterthedutchmarketwitha focusonthepublicsector. Thisreportaimstoanalyzethe governmentneedsinutilityoptimizationandpotentialc"
DOC-156,C:\Users\User\Desktop\180 deliverables\MOTG all deliverables.pptx.pdf,MOTG all deliverables.pptx.pdf,.pdf,27336196,2026-07-04T13:59:54+02:00,822877bd43628c36e167cdc9b52d12ddab85c5f743fcc9955537552478cf5e75,,233,page,unclear/review,MOTG,sustainability / circular economy; market research / growth; brand / marketing,medium,commercial/financial data,MOTG all deliverables.pptx,"September 2016 Movement On The Ground & 180DC Empowering refugees through Lots of Lesvos 2180 DEGREES CONSULTING Meet our consulting team T eam Leader Alexander Steunenberg Consulting Director Mercedes Reinhard Consultant James Ward Consultant Phuong Anh Nguyen Consultant Nikola Rajkovic Consultant Maria Ibáñez Rodriguez Consultant Otto Dijkstra Consultant Lou Thomas 180 DEGREES CONSULTING 3 Executive summary Market dynamics • European market has a size of 2.4bn and between 3-5% CAGR with Spain, Greece, Italy and Portugal producing all olive oil • The Dutch market is growing with Italian imports dominating and has no direct competitors and is a high potential market • The Dutch market is the most attractive based on KPI scoring for MOTG to stay in Proﬁtability analysis • Fixed costs of LOL are estimated at €10 820, whilst variable costs are estimated to be €5.82/L • LOL is positioned as a high-price, high-quality brand, mainly competing with Gkazas and the Olijfolie Shop in the Dutch market • LOL would need to produce 3230 bottles to break-even Consumer trends • Consumers trends highlight a shift towards healthy, diverse, ethical and premium • Willing pay 10% more for ethical products, however, climate change is lowering harvest quality and quantity • LOL ’s ideal customers are ethical, sustainable food enthusiasts • LOL should focus on infused oils as a derivative product, followed by olive soap and premium Greek honey 180 DEGREES CONSULTING 4 Executive summary Value proposition analysis • LoL ’s Unique Selling Proposition is its social impact compared to broad indirect competition • Current brand equity matches social and sustainable focus, but more effort is required to attract and retain • Win with e-commerce, HoReCa and transparency Customer segments and target segment • LoL ’s client acquisition strategy should target highly price, highly sustainable hotels and restaurants • Position with T aste, Trust and Social Impact Marketing strategy • Contracted supply i"
DOC-157,C:\Users\User\Desktop\180 deliverables\Newbees Deliv1.pdf,Newbees Deliv1.pdf,.pdf,1717167,2026-07-04T13:53:44+02:00,314bc050cdd8a4ce958df8780498649e83b312e02ed6f985bf36d2c340f820ce,,30,page,unclear/review,Newbees,sustainability / circular economy; business plan / financial; strategy,medium,commercial/financial data,,NewBees Pricing Strategy Introduction Anna Farhan Maarten Liepa Daan Con “We have all been new somewhere” 180 DEGREES CONSULTING 4 What is on the agenda A short overview of what will be covered today The Facts External Environment Revenue & Pricing Models Internal Analysis Opportunity Gaps Introduction | External Analysis | Internal Analysis | Revenue & Pricing | Opportunity Gaps 180 DEGREES CONSULTING 5 The economic impact of immigration is positive and substantial Immigration has positive impacts for the recipient country in the short- and long-run • Positive effects in macroeconomic indicators • Main drivers: • Increase in labor productivity • Increase in workforce • Limited effect on wages of native workers • Aiding to create substantial economic value Introduction | External Analysis | Internal Analysis | Revenue & Pricing | Opportunity Gaps
DOC-158,C:\Users\User\Desktop\180 deliverables\Pee Safe x 180 DC - Deliverable 1 report 3.pdf,Pee Safe x 180 DC - Deliverable 1 report 3.pdf,.pdf,982599,2026-07-04T13:54:26+02:00,2d4550fb9a73fbcd36053f75c364108dc3892d537ff00e819d7bd4d01a42c518,,53,page,consulting deliverable,Pee Safe,market research / growth; brand / marketing; business plan / financial,high,commercial/financial data; client analysis and recommendations,,180 Degrees Consulting 1 Pee Safe x 180 DC -Deliverable 1 report 180 Degrees Consulting 2 Table of Contents Objective ............................................................................................................................................. 3 Product analysis .................................................................................................................................. 3 Sanitary pads & panty liners ........................................................................................................... 3 (Applicator) tampons .................................................................................................................... 11 Menstrual cups .............................................................................................................................. 19 Anti-chafing sticks and creams ..................................................................................................... 27 Intimate wash for men .................................................................................................................. 32 Sweat pads .................................................................................................................................... 34 Product placement analysis .............................................................................................................. 36 Guidelines ...................................................................................................................................... 36 Cost structure ................................................................................................................................ 36 Product placement strategies ....................................................................................................... 38 Guerilla marketing strategies .......................................................................................................50 Consultant profiles ...........
DOC-159,C:\Users\User\Desktop\180 deliverables\Pee Safe x 180 DC Deliverable 2 presentation.pptx,Pee Safe x 180 DC Deliverable 2 presentation.pptx,.pptx,10307643,2026-07-04T13:54:32+02:00,e35c3317be75b20ccb0ad620d7b36ed7641765045413114156d9600ea10f3935,,35,slide,consulting deliverable,Pee Safe,market research / growth; brand / marketing; digital / product,medium,client analysis and recommendations,,"September 2016 February 202 4 Pee Safe M arketing Strategies Deliverable 2 Table of contents About the Brand Specific Branding Local Marketing Preferences The Best Working Channels Competitor Analysis Pee Safe’s Tone of Engagement by Channel Marketing Recommendations Appendix About the Brand Philosophy, marketing campaigns and channels To revolutionize personal hygiene in India and in other parts of the world by breaking down taboos and empowering people to take control of their health. #TogetherWeRise #PassTheCup #BleedYourWay Pee Safe disrupts the personal hygiene landscape with groundbreaking products and bold marketing that shatters taboos. Will it be enough for the Benelux & DE markets? Statista .com Specific Branding Online & offline channels"
DOC-160,C:\Users\User\Desktop\180 deliverables\Pitch Deck for Appyad.pdf,Pitch Deck for Appyad.pdf,.pdf,586613,2026-07-04T13:23:36+02:00,0a031d7a45bb533e54fddc3bd147bd74fdc070b3d141512964a55058a0e63c8a,,16,page,consulting deliverable,Appyad,market research / growth; fundraising / partnerships; operations / procurement,medium,client analysis and recommendations,Pitch Deck for Appyad,"September 2016 APPY AD FLEXIBLE WORKFORCE SOLUTIONS FOR DUTCH LOGISTICS 180 DEGREES CONSULTING 2 Executive Summary Why This Industry: T argeting the high-velocity Randstad logistics and event infrastructure corridors because intense demand volatility makes them completely dependent on ﬂexible SME labor. The Problem: Chronic local labor shortages (73% of ﬁrms understaffed) and severe attendance volatility (10%–15% event no-shows) trigger expensive client penalties. Our Solution: Supplying ready-to-work Managed T eams (2 to 20 people) where Appyad takes care of all administrative, legal, and operational risks.. Added Beneﬁts: Unlocking a massive Social Impact Pull, which shields vulnerable talent from unregulated exploitation while boosting client corporate CSR/ESG proﬁles through ethical integration. 180 DEGREES CONSULTING 3 Dutch logistics companies struggle to ﬁnd reliable and ﬂexible labor Key Industry Challenges ● Persistent labour shortages across warehouses and distribution centres ● High employee turnover and unreliable temporary stafﬁng ● Growing operational pressure caused by e-commerce expansion ● Companies struggle to scale workforce capacity during demand ﬂuctuations Refugee Employment Challenges ● Refugees and asylum seekers face barriers entering the labor market ● Language limitations and lack of local work experience reduce hiring opportunities ● Employers are usually hesitant due to compliance and communication concerns Logistics companies struggle with stafﬁng, while refugees searching for work opportunities 180 DEGREES CONSULTING 4 The Randstad logistics market creates a strong opportunity for workforce innovation Strategic Industry Opportunity ● The Hague is located between the Port of Rotterdam and Schiphol Airport; ● The Randstad region is one of the Netherlands’ strongest logistics corridors ● Logistics companies increasingly rely on ﬂexible labour models SUBUL Current Industry Pain Points ● Unpredictable stafﬁng availability; ● Rising recruitm"
DOC-161,C:\Users\User\Desktop\180 deliverables\Procurement Project Presentation.pdf,Procurement Project Presentation.pdf,.pdf,6966883,2026-07-04T13:54:38+02:00,cac9a645e8889ed85365455c3b006e8fe4ea25af3db5e11e83885c5832b7130f,,41,page,consulting deliverable,BCI,sustainability / circular economy; market research / growth; operations / procurement,medium,client analysis and recommendations,,"September 2016Barefoot College InternationalProcurer Identification Project 2180 DEGREES CONSULTING MEET OURTEAM JAKUB LECHOWSKIConsultant JIM SECCHITeam Leader LAKSHMI MENONConsultant SELDA SHABRINAConsultant DAVID MANUConsultant TONY RAFFOULConsultant LAURA CROSSLEYConsulting Director 180 DEGREES CONSULTING 3 Project Timeline Understanding BCI’s business model and goals to reach our project objective. INTERNAL ANALYSIS October 2023 Researching and scanning suppliers that meet the specifications of BCI in terms of product and location. SUPPLIER’S RESEARCH November 2023 Getting intouch with the suppliers to retrieve information, set up the suppliers’ assessment framework. CONTACT WITH SUPPLIERS December 2023 Creating an actionable plan based on the developed supplier selection framework. IMPLEMENTATION PLAN January 2024 1 3 422 4180 DEGREES CONSULTING INTERNAL ANALYSIS 180 DEGREES CONSULTING 5 What does BCI’s Current Business Model look like?BCIequipsSolarMamaswithsolarpanelinstallationskillforend-customersinunderservedcommunities.BCI’scommitmentextendsbeyondtrainingandserviceprovision,BCIalsotakeschargeforprocuringandensuringtheavailabilityofhigh-qualitysolarpanels. BCInowisplanningtoexpanditsfulloperationinAfricawithacentralprocurementlocatedinSenegalandpreferstohavethewholeprocurementnetworkinAfricatoreducecostandcarbonfootprint.Inthenextyear,BCIaimstoprocure~1,500solarpanelsystemsinSenegal. Solar panel (SP) installation Training SP installation service Payment for service"
DOC-162,C:\Users\User\Desktop\180 deliverables\Procurement Project Report.pdf,Procurement Project Report.pdf,.pdf,1740777,2026-07-04T13:54:40+02:00,0a05785b0c652e2895f8cc7bc071409324b84ba9ae1b07d9017a92ec4bf60b84,,22,page,consulting deliverable,BCI,sustainability / circular economy; market research / growth; operations / procurement,high,commercial/financial data; client analysis and recommendations,Final Report Procurement.docx,"180DEGREESCONSULTING CONSULTANTPROFILES LAURACROSSLEY CONSULTINGDIRECTOR JIMSECCHI TEAMLEADER LAKSHMIMENON CONSULTANT SELDASHABRINA CONSULTANT DAVIDMANU CONSULTANT JAKUBLECHOWSKI CONSULTANT TONYRAFFOUL CONSULTANT 180Degrees Consulting 2 CONTENTS CONSULTANTPROFILES 2EXECUTIVESUMMARY 4INTERNALANALYSIS 5BCI’SMISSION 5BCI’SPROCUREMENTPRACTICE 6SOLARSYSTEMBLUEPRINT 7SUCCESSFACTORSINTHEPROJECT 8PROPOSEDSUPPLIERFRAMEWORK 9SUPPLIERSELECTIONFRAMEWORKEXPLANATION 10MARKETRESEARCHANDRECOMMENDATION 11ANALYSISAPPROACH 11POTENTIALSUPPLIERSCONTACTED 12OUTCOMEOFSUPPLIEROUTREACHES 15TAKOUSSANEENERGIEPRODUCTSPECIFICATIONS 15COMPARISONTAKOUSSANEENERGIEVSBCI PRODUCTSPECIFICATIONSANDWARRANTY 16EVALUATIONOFTAKOUSSANEENERGIE 17CONCLUSIONANDNEXTSTEPSFORBCI 18PURSUINGAFUTUREWITHTAKOUSSANEENERGIE 18LOOKINGFURTHER 18CONCLUSION 18APPENDIX 19APPENDIXI 19APPENDIXII 20DISCLAIMER 21180DEGREESCONSULTING 22 180Degrees Consulting 3 EXECUTIVESUMMARY Overthe pastfourmonths,our consultingteamhas supportedBarefootCollege International(BCI)in its missionto empowerwomenfrommarginalizedcommunities throughvocationaltrainingin93countries.OurprojectfocusedonhelpingBCIﬁndsolar equipmentsuppliersin Senegal,aimingtomake itssupplychainmoreenvironmentally sustainable.BCI,knownforitsimpactful'SolarMamas'program,is transitioningfrom sourcingrawmaterialsin Asiato partneringwithlocalmanufacturersin Senegal.This strategicshiftincludesestablishinga warehouseinSenegaltoenhancedistributionacross Africa,therebyexpandingBCI'sregionalimpact. Inthisproject,180DegreeConsulting(180DC)begantheprocessbyunderstandingBCI's operationsandthespeciﬁcrequirementsfor solarpanelproductsessentialfortheir vocationaltrainingcenters.Followingthis,weconductedthoroughdeskresearchonthe solarpaneldistributornetworkwithinSenegalanditsneighboringregionsto identify potentialsuppliers.Leveragingtheinsightsgained,180DCdevelopedasupplierevaluation frameworktailoredtoBCI’s procurementprocess,emphasizingcriticalindicatorssuchas price,warranty, andsustainab"
DOC-163,C:\Users\User\Desktop\180 deliverables\Project Brief - Stahili.pdf,Project Brief - Stahili.pdf,.pdf,1160227,2026-07-04T13:55:32+02:00,0e080f679532669eeb3338a2cc8072c4303b00de0977c1fbccd42d1ea34ddf67,,6,page,proposal/brief,Stahili,market research / growth; fundraising / partnerships; operations / procurement,high,commercial/financial data; scope/internal planning,,"Project Brief February 13th, 2024 February 13th, 2024 Contact Details 180 Degrees Consulting Delft-Rotterdam Bartosz Kolodziej President +48 7 95 44 81 59 b.kolodziej@180dc.org Omar El Khamloussy Consulting Director +31 6 27 03 17 47 o.elkhamloussy@180dc.org Stahili Foundation Michelle Oliel Executive director & co- founder +31 6 54745993 Michelle@stahili.org Our Branch The Delft-Rotterdam branch is comprised of several teams of 5-6 consultants led by a project leader. Our teams bring with them rigorous academic expertise both at the business and technical level. One team will be assigned to work on this project throughout the forthcoming four-month cycle. Our Strengths 1. Experience: Over the course of last academic year, our branch has been able to successfully complete 15 projects, for local and international organizations, ranging from non-profit organizations to for-profit companies with high social impact. 2. Continuity: Many consultants of last year(s) have shown interest in continuing to work for our branch, thus the branch benefits from the previous experience and knowledge of these consultants in our projects. 3. Multidisciplinary Background: Our branch is comprised of students from Erasmus University Rotterdam (Business, Management, Economics) and Delft University of Technology (Engineering, Computer Science, Architecture, Technology & Policy Management). February 13th, 2024 About The Client In Kenya, the unnecessary, and over reliance on, institutionalization of children as a form of childcare and protection1 led to the establishment of the Stahili Foundation to combat this and provide more positive alternatives. The Stahili Foundation is a non-profit organisation headed by Michelle Oliel whose primary work is in child protection, development, education, and human rights. It is their mission to see more children come out of orphanages and move into families. They focus on empowering children and protecting them through education and emphasize the role of"
DOC-164,C:\Users\User\Desktop\180 deliverables\Project definition for TOC.pdf,Project definition for TOC.pdf,.pdf,280243,2026-07-04T13:33:32+02:00,c92f81b27148c6a0e1b82423f694c6d51a316c9b52d75cf4c576ee5be4758ebe,,3,page,proposal/brief,definition for TOC,impact measurement; sustainability / circular economy; market research / growth,high,commercial/financial data; scope/internal planning,Microsoft Word - Project definition for TOC,"Project name Project name: The Ocean Cleanup Supply Chain challenges Situation General background and context; may include company description, history of topic, status of topic The Ocean Cleanup is scaling it’s operations to a 30 cities program, to cut ocean plastic pollution from rivers by one third by 2030 The Ocean Cleanup launches the 30 cities program Complication An item that triggers a need for action because of its impact on the Situation (this can be a new insight, a change in circumstances, event, a new threat, a hurdle, a problem or even an opportunity Local market assessments for scalability of the Supply Chain pays a pivot role on the situation described above, due to the following:  Regulatory Environment: Each country has its own regulations regarding import and trade. It's important to assess how these regulations impact the supply chain.  Infrastructure: The quality of infrastructure, such as roads, ports, and communication systems, can significantly affect efficiency in the supply chain.  Economic Stability: The economic conditions of a country can influence supply chain operations. Factors like inflation rates, currency stability, and overall economic growth are crucial.  Labor Market: Considerations regarding the availability of skilled labor, labor costs, and labor laws are essential for evaluating supply chain effectiveness.  Cultural Factors: Understanding cultural differences can help in managing relationships with suppliers and partners. Key Question This is the essence of the project. It should be one single question that asks what your organization or department should do; the question results directly how the Complication impacts the Situation What supply chain model will enable The Ocean Cleanup to scale efficiently across 30 diverse local markets without compromising speed, cost, or mission impact? Success criteria & secondary objectives Business impact criteria, standards or targets based on which decision makers will decide whet"
DOC-165,C:\Users\User\Desktop\180 deliverables\project_cece_contract-signedmmw-signedls.pdf,project_cece_contract-signedmmw-signedls.pdf,.pdf,455784,2026-07-04T13:45:54+02:00,0ea1b31b0d688f3b167be45823372d4b17856ab6b1350ee4ba89c2fc418d74ee,,8,page,contract/agreement,project cece contract signedmmw signedls,brand / marketing; digital / product; strategy,high,legal terms/signatures; commercial/financial data,Project CeCe Contract-signedMMW.pdf,"Date: 14.01.2022 180DC Delft-Rotterdam and Project CeCe SERVICES AGREEMENT 1 THIS AGREEMENTis made on 14.01.2022 BETWEEN: 1. 180DC Delft-RotterdamofLeopoldstraat 7A, 3031ST Rotterdam, Netherlands (“180 Degrees”); and 2. Project CeCeof ________________________________________________ (“theClient”), each a “Party” and together the “Parties”. RECITALS: A. The Client has engaged 180 Degrees to provide the Services to the Client in consideration for the payment by the Client to 180 Degrees or its nominee of the Service Fee in accordance with the terms of this agreement. IT IS AGREED AS FOLLOWS: 1. DEFINITIONS AND INTERPRETATION 1.1 Definitions In this agreement: 180 Degrees Consultingmeans 180 Degrees Consulting Limited (ACN 155 496 987). Claimsmeans any and all actual or contingent claim, notice, demand, dispute, suit, action, potential cause of action, right, obligation, demand, proceeding, litigation, investigation, judgment, damage, loss, cost, payment, expense or liability however arising, whether present, unascertained, immediate, future or contingent, whether based in contract, tort, at law, in equity or statute, and whether involving a third party or a party to this agreement, including, without limitation, claims arising out of or relating to, or in any way touching upon or connected with the Services or the matters the subject of this agreement. Servicesmeans the services described in Schedule A to this agreement, and any amended or additional services as agreed between the Parties from time to time in accordance with the terms of clause 2 of this agreement. Service Feemeans the amount set out in clause 3.1 of this agreement. 2 Oetewalerstraat 83, 1093 ME Amsterdam, The Netherlands 1.2 Interpretation In this agreement, unless the context otherwise requires: (i)Areferencetothesingularincludesthepluralandthepluralincludesthe singular. (ii)Headingsareforconvenienceonlyanddonotformpartofthisagreementor affect its interpretation. SERVICES 2.1.180Degreeswillprovideth"
DOC-166,C:\Users\User\Desktop\180 deliverables\Project_Scope_YsMen2022.pdf,Project_Scope_YsMen2022.pdf,.pdf,815194,2026-07-04T13:45:24+02:00,23204e6b9ec3a85bd983a791cc8aabb3f3f3fc136f53312f717a327e9e93d7d7,,5,page,proposal/brief,Project Scope YsMen,market research / growth; brand / marketing; fundraising / partnerships,medium,scope/internal planning,Copy of Y's Men Project Scope,"PROJECT SCOPE DetailedsituationalanalysisofY’s MenInternationalaffiliatesinEurope,focusingonoutliningthehigh-performingareasandtheareasofimprovement,consideringfactorssuchas,butnotlimited to:o Membershipo Fundraising revenueso Initiativeso Marketing engagemento Personal feedback of members Reportsummarisingkeyfindingsfor(i)EuropeRegionasawholeand(ii)individualaffiliates,including factors such as areas of improvement and high-performing areas. DELIVERABLES APPROACH Deliverable 1:1. IdentifyrelevantaffiliatesEurope-wideandcreateanexhaustivelistwithprofilesofeach.2. Gathercontactdetailsofselectedaffiliatemembers,formulatequestionnaires,oremailmessagesto initiatetheinterviewprocessaimedat gatheringpersonalfeedbackofmembers.Thisisatimeconsumingstepandshouldhencebestartedasearlyaspossibleto account for waiting times and prevent project delay.3. Analyseeachaffiliateindepthbasedoncarefully-chosenKPIs(membershipnumbers,fundraisingrevenues,initiativestaken,marketingengagement,andfeedbackreceivedfrommembersin step2).Onceanalysed,consultantswillscoretheaffiliatesoneach 1 criteriafroma scalebetween1-10.To be themostobjectivepossiblein scoring,consultantswillfirstassessthe averagevaluesof eachcriteriafromall affiliatescombined.Theaveragevalueofallaffiliateswillthenreceivea scoreof5.Oncetheaveragevaluesarecomputed,eachaffiliateindividuallywillbescoredbasedonhowwellit performs compared to the average value computed of all affiliates. Deliverable 2:4. Onceallaffiliatesarescored,theresultswillbevisualisedin a spiderwebdiagram.Dependingontheextentoftheanalysis,wewillgroupthemina spiderwebdiagrambasedontheirgeographicalregionoranyotherrelevantcriteria.Incasethenumberofaffiliatesistoolow, wewillprovideadiagramperaffiliateratherthancombiningthem.The client will be presented a diagram as illustratedin figure 1. Figure 1: Spider Web Diagram of Y’s Men affiliates in Europe Alternatively, asshowninfigure2,forparticularlyinterestingaffiliatesthatrequireindepth analysis, individual spider web "
DOC-167,C:\Users\User\Desktop\180 deliverables\Pyropower Project Proposal.pdf,Pyropower Project Proposal.pdf,.pdf,348050,2026-07-04T13:49:16+02:00,fa56eea527acfb8013f10142025153767b8fcf687382137f31360f5f54082698,,3,page,proposal/brief,Pyropower,sustainability / circular economy; fundraising / partnerships; operations / procurement,high,commercial/financial data; scope/internal planning,Microsoft Word - 180DC Pyropower copy.docx,"180Degrees Consulting Pyropower (www.pyropower.eu) Pyropower is a startup consisting of students from TU Delft and Wageningen University. The core of Pyropower is to utilize pyrolysis technology to close the circular economy loop. Slow pyrolysis of organic waste is a way to manage waste streams and extract energy stored within the biomass. A large focus falls on the utilization of biochar, which can play a big part in carbon dioxide removal (CDR); achieve up to 10% of the required CDR for 1.5 ⁰C pathways. Biochar is used in agriculture, water treatment, building materials and many more. Currently, Pyropower is working on 3 things: I) Developing and deploying a pyrolysis technology, while providing heat energy to dry wet coffee grounds. The fuel (biomass) for pyrolysis can be dried coffee grounds or some other suitable dry, woody source. This installation also has to be economically sound. We do this alongside some key partners in the coffee recycling industry: unwaste, spaakcs, coffeebased. Also see figure below. II) Finding new applications for biochar and opening it’s market in the Netherlands and beyond. We are working at the DASML to create a new type of biopolymer material using biochar as the filler. A plan is to also look at using biochar to create carbon fibre aerogels for wastewater treatment. III) Developing kiln and cookstove technologies for international projects. This is mainly side-projects for partnership purposes. Current Challenges I) Business Case: As hard tech startups require large capital to test highrisk technologies, going about investor readiness is tricky. But there are certain steps to take: real validation, technology due-diligence and a solid financial narrative. Our aim is to seek out the best subsidy, grants, business competitions and investment opportunities with a plan. II) Biochar Applications: Should we carry out deeper research in the commercial aspects of biochar? If so, it is potentially a new business model, surrounding product"
DOC-168,C:\Users\User\Desktop\180 deliverables\Report about emissions calculator.pdf,Report about emissions calculator.pdf,.pdf,574365,2026-07-04T13:37:00+02:00,4022629e024088c5d9c7a857bf909952cd4be8c37c2598e8b229edac5ff9f27d,,24,page,consulting deliverable,SlimBox,sustainability / circular economy; operations / procurement; organization / governance,high,possible personal/contact or confidential data; client analysis and recommendations,Slimbox: The Emission Calculator,"Slimbox: The Emission Calculator A model developed by 180Degrees Consulting Delft-Rotterdam by Otto Konkarikoski Luigi Pescio Thorben Peter Alessandro Pozzetto Amogh Ravishankara Chandusha Thati Laura Venturi Consulting Director: Alexandre Rientjes Date: January 27, 2022 This report (including any of its attachments) (“ Report”) has been prepared by 180 DC Rotterdam- Delft for the exclusive use by Slimbox (“ you”). Unless required by law, no part of the Report may be reproduced, distributed, or communicated to any third party without the express prior written consent of 180 Degrees Consulting Limited. You must ensure that you keep the Report strictly confidential and do not disclose the Report (or any part of it) to any person or organisation other than your respective officers and employees who, in each case, have a specific need to have access to the Report. The information contained in the Report does not amount to a recommendation or advice, either expressly or by implication. You acknowledge and represent that you will make your own inquiries, investigations, analysis and undertake your own due diligence and assessment prior to taking any action in relation to any information contained in the Report, including but not limited to taking any tax, accounting and legal advice. You also acknowledge that the Report may not take into account your particular circumstances, criteria or other requirements. Nothing contained in the Report is, or it to be relied upon as, a promise or representation, whether as to the past or the future. In particular , all opinions, estimates, forecasts, statements, case studies and projections in the Report do not constitute, and should not be regarded as, a representation that the relevant results will actually be achieved or that the underlying assumptions are valid. We have not independently verified any of the information contained in the Report including but not limited to any forecasts, statements, case studies, projections and assu"
DOC-169,C:\Users\User\Desktop\180 deliverables\SCEF Deliverable 1_2023.pdf,SCEF Deliverable 1_2023.pdf,.pdf,2942794,2026-07-04T13:52:06+02:00,7006ce082180b6bae59fdd1c244990ff22191c697a3937de60b84d452bc3e733,,32,page,consulting deliverable,SCEF,sustainability / circular economy; organization / governance; strategy,medium,client analysis and recommendations,PowerPoint Presentation,"September 2016 DELIVERABLE 1 180 DEGREES CONSULTING 2 THE TEAM Consultant Radek Rotterdam Consulting Director Laetitia Rotterdam Consultant Laia HEC Paris Team Leader Maria Rotterdam Consulting Director Christos HEC Paris Team Leader Ghalia HEC Paris Consultant Parfait HEC Paris Consultant Matilde Rotterdam 180 DEGREES CONSULTING 3 01 Insights into SCEF’s competitive advantage, environment and opportunities INTERNAL & EXTERNAL ANALYSIS 02 Recommendations on how SCEF can improve organisational credibility OPPORTUNITY 1: CREDIBILITY 03 Examples on how SCEF can further foster the community spirit OPPORTUNITY 2: COMMUNITY 04 Next steps FUTURE OUTLOOK Agenda 180 DEGREES CONSULTING 4 01 INTERNAL & EXTERNAL ANALYSIS 180 DEGREES CONSULTING 5 SCEF’s competitive advantage and strengths focus on empowerment, diversity and engagement Internal Analysis & External Analysis | Credibility | Community | Future Outlook • Clear vision and mission aligned with UN’s SDGs • Holistic support that addresses multiple aspects of street- connected children's lives Empowerment • Diverse and effective programs successfully adapted to the local socio-cultural context • Educational and entrepreneurial opportunities Diversity • Extensive community and stakeholder engagement • Motivated volunteers offering long-term supportEngagement"
